example_id,problem,gold answer,classification,reasoning
bc11be5b6f,Which river is the birthplace of Wilhelm Zaisser located on?,Emscher River,multi-hop,The question requires two steps: first identifying Wilhelm Zaisser's birthplace and then determining the river on which that location is situated. This necessitates connecting multiple pieces of information.
f2bb4f0069,Which player was named hurling captain for the 2020 season of the same name as the birthplace of Stacey Flood and Dane Massey?,Danny Sutcliffe,multi-hop,"The question requires multiple steps to answer: first identifying the birthplace of Stacey Flood and Dane Massey, then finding the hurling team with that name, and finally determining its 2020 captain. This layered reasoning necessitates a multi-hop classification."
ee4c8cdf7d,Which song from the album with a track titled 'Dark Night of the Soul' received a GMA Canada nomination for Instrumental Song Of The Year in 2008?,Moon Over Birkenau,multi-hop,"The question requires first identifying the album containing 'Dark Night of the Soul', then locating which specific song from that album received the 2008 GMA Canada nomination. This involves two distinct steps of information retrieval."
a9dda53786,In which city was the band which recorded the track Yang Farang Dub formed in 2015?,Khon Kaen,multi-hop,"The question requires identifying the band that recorded 'Yang Farang Dub' and then determining the city where that band was formed in 2015. This involves two distinct steps of reasoning, connecting a track to a band and a band to a location."
6da1601713,Which creative agency was founded by the artist who recorded the track 'T.D.' and the composer of 'Am I Dreaming' and simulated a platform of game boy to get visitors immersed?,AWGE,multi-hop,"The question requires identifying the artist associated with both tracks ('T.D.' and 'Am I Dreaming'), recognizing their Game Boy simulation project, and then determining the creative agency they founded. This involves multiple steps of interconnected reasoning and data retrieval, making it a multi-hop question."
b16c20c7a5,"According to a review in The Guardian, which series of novels by the author of 'Crossing the lines editions of books' is described as semi-autobiographical?",The Soldier's Return series,multi-hop,"The question requires identifying the author of 'Crossing the lines editions of books', linking to their other novel series, and verifying the semi-autobiographical label from The Guardian review, involving multiple connected steps."
edc968cf24,Which musician played keyboard and guitar on the album 'Man in the Moon' by the band which recorded the songs 'Word to the Wise Guy' and 'F.N.A.'?,Mick Cripps,multi-hop,"The question requires identifying the band through two specific songs, then determining the musician's role on a different album by that band. This involves multiple steps of connected information."
06c60f99da,"Which artist collaborated with the singer who recorded ""My Tears Are Overdue"" and ""Let’s Both Have a Cry (1966)"" on the song ""Yearning""?",Jennette Hicks,multi-hop,"The question requires first identifying the singer of 'My Tears Are Overdue' and 'Let’s Both Have a Cry (1966)', then determining which artist collaborated with that singer on 'Yearning'. This involves two distinct steps of information retrieval and connection, making it a multi-hop question."
9cbffc03dc,"Which Brazilian football club did Carlos Eduardo Alves Albina, also known as the entity with the same name as a recording by Les McCann Ltd., play for where he became closely identified with the fans?",Juventude,multi-hop,"The question requires connecting the entity name 'Carlos Eduardo Alves Albina' with the alternate name from a recording by Les McCann Ltd., and then determining the football club where he became closely associated with fans. This involves multiple steps of cross-referencing and contextual analysis, making it a multi-hop question."
fd286bf4ca,"Which Australian musicologist described the sound of the band that recorded the songs 'On the Vine (Slight Reflux)' and 'Bride Of The Fair Countryside' as a diverse musical palette, taking in country-tinged Oz rock, pop, blues and jazz with strong, varied songs, crooning vocals, lap steel, and unusual instrumentation?",Ian McFarlane,multi-hop,"The question requires two steps: first identifying the band associated with the two songs, then determining the Australian musicologist who described their sound. Since it involves connecting multiple pieces of information, it is multi-hop."
27dbb9c019,"In which country is the village named Tsetse, North West located, which has the same name as the artist that recorded the track 'Dream'?",South Africa,multi-hop,"The question requires identifying the country of the village 'Tsetse, North West' and connecting it to the artist with the same name who recorded 'Dream'. This involves two distinct pieces of information (location of village and artist identification) that must be linked, making it a multi-hop question."
8f53627379,On which river is the town with the same name as the birthplace of Martine Hansen situated?,Wiltz,multi-hop,"The question requires two steps: first identifying the birthplace of Martine Hansen and then determining the river on which the town with that name is situated. Since it involves connecting two distinct pieces of information, it is a multi-hop question."
c07583aabf,Which Irish band contributed to the album created by Hope Sandoval & the Warm Inventions and also appeared on 'Through the Devil Softly'?,Dirt Blue Gene,multi-hop,The question requires connecting two pieces of information about an Irish band: their contribution to Hope Sandoval & the Warm Inventions' album and their appearance on 'Through the Devil Softly'. This involves multi-step reasoning.
975c98c78f,"What is the name of the town in New York where filming for the third season of the TV program about 'Courage & Bravery' took place, representing Fagan Corners, Vermont?",Windham,multi-hop,"The question requires multiple steps: identifying the TV program 'Courage & Bravery', locating filming details for its third season, and matching the represented town 'Fagan Corners, Vermont' to its real New York filming location. This involves cross-referencing disparate pieces of information."
6e08c68498,"In the video game with the same name as the song by Of Lions and Giants, what type of structure is damaged in a nuclear war and holds 1000 survivors in stasis?",hibernation dome,multi-hop,"The question requires identifying the video game that shares the name with the song 'On the Nature of Things' by Of Lions and Giants, then determining a specific in-game structure damaged in a nuclear war which holds 1000 survivors in stasis. This involves multiple steps: linking the song to the game, and then understanding the game's narrative elements."
15a2482528,"In which city is the headquarters of the Department of Transportation, Communications and Infrastructure of the entity with the same name as the recording by Nickybaby located?",Palikir,multi-hop,The question requires two steps: identifying the entity (department) by linking it to Nickybaby's recording and then locating its headquarters. This involves multiple hops of information retrieval and connection.
9ba91fb930,Which filmmaker created the animation for the Luden's cough drops television commercial that featured the music of the artist who recorded 'Exercise Four' and creatively produced 'Yo Mama'?,Ed Seeman,multi-hop,"The question requires identifying the artist through the tracks 'Exercise Four' and 'Yo Mama' (e.g., The Nappies), then connecting their music in a Luden's commercial to the filmmaker. This involves multiple steps of linking entities and sources, making it a multi-hop question."
74338c1076,"Which hills, known for their stark plateaus and rough terrain, are part of the forest that inspired artworks by Frédéric Bazille and Narcisse Virgilio Díaz and were a popular theme for painters and photographers of the Barbizon School?",Jean de Paris,multi-hop,"The question requires connecting multiple pieces of information: the hills' characteristics, their association with the artists Bazille and Diaz, and their connection to the Barbizon School's creative themes. Identifying the correct hills (e.g., the Buttes in the Forest of Fontainebleau) involves chaining these relationships, making it a multi-hop task."
17ce10234c,"What is the name of the publication where the story ""Kidnapped"" by the author of ""The Jungle Book - Reading Time"" was first published on March 21, 1887?",Civil and Military Gazette,multi-hop,"The question requires identifying the author of 'The Jungle Book - Reading Time' (Rudyard Kipling) and then finding the publication where his story 'Kidnapped' was first published on the given date. This involves two distinct steps of reasoning: connecting an author to their work and then determining the publication details. Even though real-world knowledge shows inaccuracies in the question (e.g., 'Kidnapped' was written by Robert Louis Stevenson, not Kipling), the question's structure demands multi-hop reasoning."
125b8af4d0,What is the name of the genus of demosponges that is also called the classification of Crucifers?,Crambe,one-hop,"The question asks for a direct fact linking the genus name of demosponges to an alternative classification termed 'Crucifers'. If 'Crucifers' directly refers to a known genus in demosponge taxonomy, this is a single-hop query. However, if resolving 'Crucifers' requires multi-step reasoning or connecting disparate concepts (e.g., plant taxonomy to sponges), it would be multi-hop. Given the phrasing and assumption that 'Crucifers' maps directly to a genus name, it leans toward one-hop, but ambiguity may require domain verification."
3736051c51,"What is the name of the research station in Alaska where Cassie, the protagonist of the novel with the same name as the recording by Daniel Lanois, is raised by her father?",Eastern Beaufort Research Station,multi-hop,The question requires identifying the novel named after Daniel Lanois' recording (first hop) and then determining the research station in Alaska from the novel's content (second hop). This involves connecting two distinct pieces of information through multiple steps.
ac4132f4d5,Which river is the Tuscan town where Carlo Arrighi was born located on?,Carrione River,multi-hop,"The question requires two steps: first identifying the birthplace of Carlo Arrighi, then determining the river associated with that town. This sequence of connected facts necessitates multi-hop reasoning."
27a6eae679,"Which educational institution in Saskatoon, Canada, is named after the founder of Kyiv-Mohyla Academy?",St. Petro Mohyla Institute,multi-hop,The question requires identifying the founder of Kyiv-Mohyla Academy and then finding an educational institution in Saskatoon named after that founder. This involves two distinct steps of reasoning and connecting information from different domains.
0c523f7cbb,"Who directed the music video for the song ""I Love You"" by the band which recorded the songs ""Beauty"" and ""Tell Me (Acapella)""?",Little X,multi-hop,"The question requires multiple steps: first identifying the band responsible for 'Beauty' and 'Tell Me (Acapella)', then determining the director of their song 'I Love You'. This involves connecting information across two entities (the band and the music video director)."
7e0808d22b,What was the profession of the person born on 1788-07-04 who was elected as a fellow of the Royal Society in 1820?,astronomer,multi-hop,"The question requires first identifying the person using their birth date and Royal Society election year, then determining their profession. This involves multiple steps of information retrieval and connection."
ff483d7ea3,"In which Russian city was a concert by the band which recorded the songs 'Universe of My Heaven' and 'Golden Years' banned in 2004, allegedly for the advocacy of violence?",Kemerovo,multi-hop,"The question requires multiple steps: first identifying the band from the mentioned songs, then determining which Russian city banned their concert in 2004 for advocating violence. This involves connecting a band to their songs and then to a specific historical event."
6a8a062f86,What is the name of the English Parliamentary bill proposed by the House of Commons in 1407 or 1410 that was inspired by the thinking of the author of 'De eucharistia'?,Lollard Disendowment Bill,multi-hop,"The question requires identifying the author of 'De eucharistia' (John Wycliffe) and then determining the specific parliamentary bill inspired by his work. This involves multiple steps of reasoning, making it a multi-hop question."
9e5982661e,"Which science fiction convention, held in and around the place with the same name as a recording by Ed White and the Next of Kin, is the second oldest in the state?",LepreCon,multi-hop,"The question requires multiple steps: 1) Identifying the recording by Ed White and the Next of Kin, 2) Matching it to a place name, 3) Locating the second oldest science fiction convention in that state. Connections between these layers of information make this a multi-hop question."
b0901aa51c,What is the name of the international airport that serves the metropolitan area which is the birthplace of Susilo Badar and Anto Wijaya?,Juanda International Airport,multi-hop,"The question requires identifying the birthplace of two individuals (Susilo Badar and Anto Wijaya) first, then determining the international airport serving their shared metropolitan area. This involves multiple steps of connected information retrieval."
d7daff30c8,"What is the name of the independent publication about books that the author of ""Out of Hiding: Holocaust Literature of British Columbia : an Historical Survey in Appreciation of Robert Krell"" created?",BC Bookworld,multi-hop,"The question requires two steps: identifying the author of the book ""Out of Hiding..."" and then determining the name of the independent publication they created. Since it involves linking the author to their work through a multi-step process, it is classified as multi-hop."
51e985b494,"Which publication featured an essay by the author of ""Modern Meat"" in 2020 about the ""death of engagement"" between the United States and China?",The Wire China,multi-hop,"This question requires multiple steps: identifying the author of ""Modern Meat"", finding their 2020 essay, and linking it to the specific topic. Each step depends on resolving prior information, making it multi-hop."
d5f848d119,Who was appointed Minister of Agriculture in the country with the same name as the separate recordings by artists Dottor M and Fikus after the cabinet shuffle of 9 August 2010?,Peter Mwanza,multi-hop,"The question requires first identifying the country name from the recordings by Dottor M and Fikus, then determining the Minister of Agriculture appointed after the 2010 cabinet shuffle in that country. This involves two distinct steps of information retrieval and reasoning."
9d07427cc0,"In which district of Kerala did a team with the same name as the recording by Glowjack carry out a combing operation following reports of sighting of Maoist insurgents in February, 2013?",Malappuram district,multi-hop,"The question requires connecting two pieces of information: the name of a recording by Glowjack to a team's name, and then identifying the specific district in Kerala where that team conducted an operation in 2013. This involves multiple steps of reasoning and linking disparate facts."
49213204b7,"What was the name of the home in Les Avants, Switzerland, where the opera singer who recorded the song 'Ah! Roland!' lived?",Chalet Monet,multi-hop,"The question requires first identifying the opera singer who recorded 'Ah! Roland!' and then determining the name of their home in Les Avants, Switzerland. This involves multiple steps of reasoning and connecting information."
86f2ad6480,What is the title of the animated short film directed in 2023 by the same person who was an executive producer in the film Once in a Lifetime: The Extraordinary Story of the New York Cosmos?,The Day I Became a Bird,multi-hop,This question requires two steps of reasoning: first identifying the executive producer of 'Once in a Lifetime...' and then determining the animated short film they directed in 2023. The answer requires connecting two distinct pieces of information through the person's name.
98b5c90bcc,"In the 1923 film with the same name as a recording with the track 'Second Fiddle', what is the name of the town where the Bradley family resides?",Spell's River,multi-hop,"The question requires multiple steps: first identifying the 1923 film named after a recording with 'Second Fiddle' as a track, then determining the town where the Bradley family resides in that film. This involves connecting a music track to a film title and subsequently extracting a specific detail from the film's plot."
8c8fb40321,In which city was the painter Jamal Joratli born?,Salamiyah,one-hop,"The question seeks a direct factual answer about the birthplace of a specific painter, requiring no additional steps or connections."
4efa83b724,What is the name of the Taiwanese boy band that released a Chinese remake of the song with the same name as recordings by Da Tweekaz and Christophe Imbs?,Energy,multi-hop,"This question requires multiple steps: identifying the song recorded by Da Tweekaz and Christophe Imbs, linking it to its Chinese remake by a Taiwanese boy band, and determining the band's name. It involves connecting entities across different contexts, making it multi-hop."
0066a781e8,In which Spanish city was the film written by Fernando Colomo and also known as 'La Noche Que Mi Madre Mato A Mi Padre' shot?,Valencia,multi-hop,"The question requires connecting two pieces of information (the director and the alternative title) to identify the film, and then determining the filming location. This involves multiple steps of reasoning."
33d97585be,"Which institute, promoting social justice and human rights, did the author of ""Que votre joie soit parfaite"" serve as director of?",Las Casas Institute,multi-hop,The question requires first identifying the author of the book 'Que votre joie soit parfaite' and then determining which institution they directed that aligns with promoting social justice and human rights. This involves two distinct steps of information retrieval and connection.
01b6de6ecc,What was the academic title held by the author of 'Cepstral Filtering on a Columnar Image Architecture: a Fast Algorithm for Binocular Stereo Segmentation' at New York University Medical Center before joining Boston University?,Associate Professor of Psychiatry,multi-hop,"The question requires multiple steps: first identifying the author of the paper, then determining their academic title at NYU Medical Center before moving to BU. This involves connecting information from different sources (the paper's author and their institutional history)."
38a283d60f,"Which American organization awarded the author of the book ""Elementary Solid State Physics: A Short Course"" the Oersted Medal in 1979?",American Association of Physics Teachers,multi-hop,The question requires identifying the author of the book and then determining which organization awarded them the Oersted Medal in 1979. This involves multiple steps of reasoning and connecting information from different sources.
c042d8af8b,Which record label gave some of its assets to the record label with an artist named The Ramrods in 1961?,Madison Records,multi-hop,"The question requires two steps: first identifying the record label associated with The Ramrods in 1961, then determining which other label transferred assets to it. This involves connecting information across multiple entities and their relationships."
a7dcaed770,"Which Australian Prime Minister was described as a ""fossil with a baseball cap"" by the person quoted as saying 'If one takes pride in one's craft, you won't let a good thing die. Risking it through not pushing hard enough is not a humility.' in 2019?",Scott Morrison,multi-hop,"The question requires identifying the source of the quote, connecting it to the 2019 statement about the Australian Prime Minister, and matching it to the metaphor 'fossil with a baseball cap.' This involves multiple steps of information linkage. "
01d5e3568c,"What is the name of the film festival where the director of the film Ishu edited the official catalogue in 2003, 2004, 2005, 2007 and 2008?",International Film Festival of India,multi-hop,"The question requires identifying the director of the film 'Ishu' first and then determining the film festival they edited the catalogue for across multiple years. This involves two distinct steps of reasoning, hence it is a multi-hop question."
80c02b0ae0,"In the 1985 Quebec municipal elections, which political party supported the proposed annexation into the city of Montreal of the birthplace of John Dunning?",Verdun Unity Party,multi-hop,"This question requires multiple steps: identifying John Dunning's birthplace, locating its annexation proposal, connecting it to the 1985 Quebec municipal elections, and determining the political party's stance. It involves cross-referencing historical events, geographical data, and political positions."
83fdcee558,Which company produced the feasibility study of a light rail system for the birthplace of Clara Vestris Webster?,Atkins,multi-hop,"The question requires identifying the birthplace of Clara Vestris Webster, then determining which company conducted the feasibility study for a light rail system in that location. This involves multiple steps of reasoning."
99a6e57df7,"What was the name of the tavern located next door to where Abel Roper moved his business, at the sign of the same name as the recording by Lez Zeppelin?",Devil Tavern,multi-hop,"The question requires connecting multiple pieces of information: (1) identifying the Lez Zeppelin recording's name, (2) linking that name to the tavern's name, and (3) confirming its adjacency to Abel Roper's business location. Each step depends on resolving a separate fact, necessitating multi-step reasoning."
96a347850b,"Which playwright, who is also the stepdaughter of the author of 'The Painter with Women', was the first female to have her play performed on the main stage of the National Theatre?",Rebecca Lenkiewicz,multi-hop,"The question requires connecting multiple pieces of information: identifying the author of 'The Painter with Women', finding their stepdaughter, and confirming her achievement at the National Theatre. This involves multiple steps of reasoning and linking entities."
cdc6b54b92,Which scent bottle was designed by the visual artist who created 'Bulgarian Child Eating a Rat' and is part of the collection at the Perfume Museum in Barcelona?,Le Roi Soleil,multi-hop,"The question requires identifying the visual artist from their work 'Bulgarian Child Eating a Rat', then determining which scent bottle they designed, and finally confirming its location in the Perfume Museum's collection. This involves multiple steps of connected reasoning."
e11db0a7c2,Which Wisconsin highway is the place with the same name as a creative entity by Hybrid Kin located on near its junction with Wisconsin Highway 13?,Wisconsin Highway 86,multi-hop,"The question requires identifying a Wisconsin highway whose name matches a creative entity by Hybrid Kin, located near its junction with Highway 13. This involves multiple steps: first, finding Hybrid Kin's creative works with matching names, then correlating their locations to highway junctions, making it 'multi-hop' reasoning."
174a15fa65,"What is the title of the 1928 songbook by the artist who recorded the songs 'Picture From Life's Other Side' and 'Sweet Betsy From Pike' that sold more than 100,000 copies?",My Favorite Mountain Ballads,multi-hop,"The question requires identifying the artist who recorded 'Picture From Life's Other Side' and 'Sweet Betsy From Pike', then determining the title of their 1928 songbook. This involves multiple steps (linking songs to an artist, then finding the songbook title), making it a multi-hop question."
f2901c7d70,"In which city was the Catholic Church prelate born on February 18, 1903?",Buccheri,multi-hop,"The question requires identifying a specific Catholic prelate born on February 18, 1903, and then determining their birthplace. This involves two steps: first determining the individual's identity based on the date and title, and second retrieving their birth city. Thus, it requires multi-hop reasoning."
ed59287ce4,Which organization is the producer of the album 'Defenders of the Faith' a member of?,Music Producers Guild,multi-hop,The question requires two steps: first identifying the producer of the album 'Defenders of the Faith' and then determining which organization that producer is a member of. This involves connecting information from different sources.
cfea8c0c25,In which cemetery is the writer of the screenplay for 'The Road to Romance' and her husband buried?,Mount Pleasant Cemetery,multi-hop,"The question requires first identifying the screenwriter of 'The Road to Romance' and then locating the burial place of her and her husband. This involves multiple steps (screenwriter identification, spouse identification, cemetery information), making it multi-hop."
31e2679a7a,Which sport is the focus of the British sports drama film with the synopsis 'Four runners go to Rome to compete in the 1960 Olympics.'?,marathon,one-hop,"The question provides a synopsis mentioning 'four runners' competing in the 1960 Olympics, directly indicating the sport (marathon running). No additional steps or connections are needed."
1f084f0082,"Which Polish city is the location where the composer of Miserere, op. 44 dedicated their work?",Bydgoszcz,multi-hop,"The question requires identifying the composer of 'Miserere, op. 44' and then determining the Polish city they dedicated their work to. This involves two distinct steps of reasoning."
116e8b6e53,In which hill station of the British Raj was the English cricketer whose name is commonly shortened to M. Corke born?,Murree,multi-hop,"The question requires identifying the full name of the cricketer (M. Corke), determining their birthplace, and confirming it is a hill station in the British Raj. This involves multiple steps of reasoning and connecting information from different sources."
79cc291b31,What document can non-permanent residents of the birthplace of Ben Hopkins obtain to travel if they cannot get a national passport from another country?,Document of Identity,multi-hop,"The question requires identifying Ben Hopkins' birthplace (first step) and then determining the specific travel document applicable to non-permanent residents of that location who lack a foreign passport. This involves multiple logical steps, making it a multi-hop question."
492d19785c,"Which musician played bass on the song ""Was Never There"" by the same artist who recorded ""Red Don't Feel""?",Flea,multi-hop,"The question requires identifying the artist of 'Red Don't Feel', confirming they recorded 'Was Never There', and then determining the bass player for the latter song. This involves multiple steps of connected reasoning."
e6f7f2ea44,Who was the photographer for the album Shpritsz by the band which recorded the songs 'Don’t Do It' and 'Job'?,Anton Corbijn,multi-hop,"The question requires identifying the band from two songs ('Don’t Do It' and 'Job'), then determining the photographer for their album Shpritsz. This involves two distinct steps of information retrieval."
a3481b9c21,"Who arranged the song ""I'll Wait for You"" performed by the same artist who recorded the track ""Trumpet Sorrento""?",Peter De Angelis,multi-hop,"The question requires identifying the artist of 'Trumpet Sorrento', verifying they performed 'I'll Wait for You', and then finding the arranger of that song. This involves multiple steps of connected information."
ce82a3894d,What is the name of the organization that awarded the artist who recorded 'A. Shurbin Sonata Nr 3 Walk through njeskutchny sad' the Merit Award in 2008?,Confédération Internationale des Accordéonistes,multi-hop,"The question requires first identifying the artist who recorded the specific piece and then determining the organization that awarded them in 2008. This involves two distinct steps of reasoning, making it a multi-hop question."
570580694d,"Which record label released the album Solinari by the American doom metal band which recorded the songs 'Phoenix Moons (1995 instrumental demo)' and 'She, the Master Covets' in 1999?",Relapse Records,multi-hop,"The question requires two steps: first identifying the band based on the mentioned songs and year, then determining the record label for their 'Solinari' album. This involves connecting information from different sources (song details to band identity, then band to album label)."
4408cda92e,Which American former actress sang the theme song for the 1982 film with the same name as the recording by Jessica Penner?,Phoebe Cates,multi-hop,"The question requires identifying a film from 1982 that shares its name with a Jessica Penner recording, then finding an American former actress who sang its theme song. This involves connecting multiple entities (film, recording, actress) through sequential reasoning steps, making it a multi-hop question."
5046742c77,"Which railway line serves the transit stop with 3 tracks on the Takayama Line in Gifu Prefecture, Japan?",Takayama Main Line,one-hop,"The question asks for the railway line serving a specific transit stop with 3 tracks on the Takayama Line. The answer is directly implied as the 'Takayama Line' itself, requiring only a single step of factual retrieval. No additional reasoning or cross-referencing is needed."
555b167f6a,"In the 2011 film which was executive produced by both Mingyu Peng and Xu Jinglei, what is the profession of the character Amy, played by Xu Jinglei?",investment bank official,multi-hop,"The question requires identifying the 2011 film co-produced by Mingyu Peng and Xu Jinglei, then determining the profession of the character 'Amy' played by Xu Jinglei. This involves multiple steps of connecting films, producers, characters, and roles, which necessitates multi-hop reasoning."
aa75a54baf,"What is the name of the house designed by the architect of the Edwin H. Cheney House located in Virginia Beach, Virginia?",Andrew B. Cooke House,multi-hop,"The question requires identifying the architect of the Edwin H. Cheney House and then determining another house designed by the same architect. This involves two separate steps of information retrieval and connection, making it a multi-hop question."
7d72267823,"What is the name of the film based on the novel of the same name by the author of ""Sommersgate House"", released on February 14, 2020?",The Will,multi-hop,"The question requires three steps: identifying the author of 'Sommersgate House', finding their other novel with the same name as the film, and confirming the film's release date. This involves connected reasoning across multiple facts."
3e3df459f7,"Which record label released the single ""Because You're Young"" by the band with the same name as the song by Protex on March 12, 1982?",Chrysalis Records,multi-hop,"The question requires two steps: identifying the band name from Protex's song title and then determining the record label that released the band's single. This involves connecting information from different sources, making it a multi-hop question."
fb1ed18780,What is the name of the main character in the 2006 novel with the same name as the film produced by Faulkner-McLean Entertainment?,Moon Blake,multi-hop,"The question requires multiple steps: first identifying the film produced by Faulkner-McLean Entertainment, then linking it to the 2006 novel with the same name, and finally determining the main character of that novel. Each step depends on prior information, making it a multi-hop query."
ea1e96247f,"What was the name of the university where the author of ""Using Hypnotism: Expert Tips from the Creator of the Manchurian Candidate Or Mind-Controlled Assassin"" served as chairman of the Department of Psychology?",Colgate University,multi-hop,"The question requires two steps: first identifying the author of the book ""Using Hypnotism"", and then determining the university where that author served as chairman of the Department of Psychology. This multi-step process involves connecting information from different sources, which classifies it as a multi-hop question."
5be7c09e5c,"What is the title of the Israeli film directed by the author of ""Unfair to Goliath"" released in 1971?",The Policeman,multi-hop,"The question requires multiple steps: identifying the author of 'Unfair to Goliath,' confirming their role as a film director, and then finding an Israeli film they directed in 1971. Each step depends on prior information, making it a multi-hop question."
eee5dd9bae,What is the name of the heavy metal/punk band that the recording artist of the song 'Chicks Dig Bad Boys' is a member of?,Löded Diper,multi-hop,The question requires two steps: first identifying the artist of 'Chicks Dig Bad Boys' and then finding the band they are a member of. This involves linking multiple pieces of information.
ccba48959d,"Which music group released the compilation album 'Classic Hits of the composer of the compositions ""Winter Song"" and ""Sunday Morning Sunshine"" in 2003?",Warner Music Group,multi-hop,"The question requires identifying the composer of two songs first, then determining which music group released a compilation album of their hits in 2003. This involves two steps of information retrieval, making it a multi-hop question."
11baf30e8b,"In the 1917 film also known as ""FIGHTING FOR LOVE"", what is the name of the kingdom's ruler who is beloved by her people?",Sylvia,one-hop,"The question asks for the name of a specific kingdom's ruler in the 1917 film 'Fighting for Love,' which requires identifying a single entity (the ruler's name) from the film's context. This is a direct factual query about a property of the film, not requiring multiple steps of reasoning or connecting disparate pieces of information."
87ab345cb2,"Which record label released the album ""The Strainge Case of Steve"" by the band which recorded the tracks 'Psychlops' and 'Nightmare' in 2023?",Cuneiform Records,multi-hop,"The question requires identifying the band from their 2023 tracks 'Psychlops' and 'Nightmare' first, then determining the record label of their album 'The Strainge Case of Steve'. This involves multiple steps of connecting information from different sources."
c6c7bfd529,Which South Korean entertainment company distributed the debut studio album 'The Awakening: Written in the Stars' by the artist who recorded 'Call My Name' and 'Gas Pedal'?,Kakao Entertainment,multi-hop,"The question requires first identifying the artist through their songs 'Call My Name' and 'Gas Pedal', then determining the South Korean entertainment company responsible for distributing their debut album. This involves two interconnected steps of reasoning, making it multi-hop."
f44f0e9a07,"Which church in Scania, Sweden, designed by the architect of AB Börringekloster Huvudgård and Öved Kyrka, was inaugurated in 1788?",Sofia Albertina Church,multi-hop,"The question requires identifying a church in Scania, Sweden, designed by the same architect who worked on AB Börringekloster Huvudgård and Öved Kyrka, and inaugurated in 1788. This involves connecting multiple pieces of information (architect's identity, two specific buildings, and the inauguration date) through reasoning, making it a multi-step query."
50c8e9c4d9,"What is the brand name of the urban oldies format that the radio station using the slogan 'Philly's Favorite Classic R&B' flipped to on December 10, 2018?",Classix 107.9,multi-hop,"The question requires identifying the radio station associated with 'Philly's Favorite Classic R&B,' determining its format change on a specific date, and extracting the brand name of the new 'urban oldies' format. This involves multiple steps (connecting entities, dates, and formats) and cannot be resolved with a single direct fact."
56ad4fb66c,"In which Irish city was Castle Hackett, a filming location for the movie with the same name as a book with Dewey decimal number 942.0164092$220, located?",Tuam,multi-hop,"The question requires multiple steps: 1) Decoding the Dewey decimal to identify the book/movie, 2) Linking it to the filming location 'Castle Hackett', and 3) Determining which Irish city the castle is located in. This involves connected reasoning across domains (library classification, film, geography)."
214c5375a4,What is the name of the British motorcycle manufacturer that first showed the motorcycle with the same name as a composition by Snail Mail in 1938?,Brough Superior,multi-hop,"The question requires identifying a British motorcycle manufacturer linked to both a specific historical motorcycle model (1938) and a song title by Snail Mail. This involves connecting two distinct pieces of information (music and automotive history), which necessitates multiple steps of cross-referencing."
d7d490bdfb,"What was the maiden name of Anne Berkeley, Baroness Berkeley, who was a lady-in-waiting to the person with the same name as a play first performed on 2010-07-24?",Anne Savage,multi-hop,"The question requires multiple steps: identifying the play performed on 2010-07-24, finding the person with the same name, locating the historical figure Anne Berkeley connected to that person, and determining her maiden name. This chain of dependencies necessitates multi-hop reasoning."
c54a2c2682,"Which record label released the compilation album 'Bootleg Retrospective' by the band which recorded the songs 'So Tough (outtake)' and 'Earthbeat 12""'?",Y Records,multi-hop,"The question requires identifying the band through specific songs and then determining the record label of their compilation album, involving two steps of connected reasoning."
faaf987107,Which football club did the English person Chris Bush join on loan from Gateshead in January 2013?,Lincoln City,one-hop,"The question asks for a direct fact: the football club Chris Bush joined on loan from Gateshead in January 2013. It requires retrieving a single piece of information about a specific historical transfer, without needing multi-step reasoning or connecting unrelated entities. A one-hop question involves a direct query of a single fact, which fits this case."
3bf7b946b5,What was the original name of the insurance company which is also known as Nationwide Mutual Group?,Farm Bureau Mutual Automobile Insurance Company,one-hop,"The question asks for the original name of an insurance company (Nationwide Mutual Group), which is a single entity's property. If the original name is a directly known fact, it requires a one-hop retrieval."
718bbe830d,"In the 1998 Indian Malayalam film with the screenplay by A.R. Mukesh, what is the name of the character played by the actor Prem Kumar?",Jayan,multi-hop,"The question requires identifying the 1998 Malayalam film with a screenplay by A.R. Mukesh, then determining the character name portrayed by Prem Kumar. This involves multiple steps of connecting entities (screenplay → film → actor → character), making it a multi-hop question."
62c7ec05bf,"According to Auguste Bontems-Lefort, a contemporary French military envoy to Iran, which army looted and seriously damaged the religious buildings in Echmiadzin of the people who speak the same language as is used in the media item 'Our Yard'?",Russian army,multi-hop,The question requires connecting the language used in 'Our Yard' to the ethnic group in Echmiadzin (Armenian) and then identifying the army responsible for their religious sites' destruction. This involves multiple steps of inference.
f35aac94b1,"Which artist created the sculpture of the person with the same name as the singer of 'The Dundee Weaver' that was unveiled on Sheriff Street, Dublin?",Vera Klute,multi-hop,The question requires identifying the singer of 'The Dundee Weaver' (Thomas Moore) and then determining the artist who created the sculpture of Moore in Dublin. This involves two distinct steps of reasoning and connecting information from different sources.
40c4ffbb63,"Which streaming service signed a deal with STX Entertainment to produce an animated television series based on the film with a soundtrack of the same name, classified as Adventure, in May 2018?",Hulu,multi-hop,"The question requires connecting multiple pieces of information: the streaming service, the deal with STX Entertainment, the animated series, the film/soundtrack name, and the Adventure classification. It involves linking the deal from May 2018 to the specific service, which necessitates multi-step reasoning."
